statement_id,text,completion
434,"Learned new things from the mother's group like how to do things in the home, how to cultivate the land. Especially my relationship with my husband is much better and we are much happier.","Increased knowledge; Farming method/practice_Wellbeing
Increased knowledge; Relationships/gender_Improved household relationships
Improved household relationships_Wellbeing"
440,"In relation to last year, there were many wrong things related to health and hygiene that I did. I would alleviate my self in open air. I never washed my hands before meals, I never made use of mosquito nets and I never drank treated water. I never washed food and I never used to toss litter in the appropriate places. With the arrival of Organisation 1, ever since I participated in the lectures which have helped me a lot and also in my household. We now make use of improved latrines/toilets. We use TIPTAPs to wash our hands. I now drink treated water, I also use mosquito nets and put litter into dug holes ever since the arrival of Organisation 1. I no longer get as sick as I used to because I now have good hygienic practices. Yes, on a daily basis  I do many things to keep healthy because I now practice good hygienic practices and healthy practices as well. I take three showers per day, I always leave the house clean and I make use of the mosquito net. I use TIPTAPs to wash my hands, wash foods before cooking, and I put litter in the appropriate place. Yes, I stopped alleviating myself in open air, this is because I had no notions that this causes sickness to the community. Yes things has been different because these days I see that my household's health is better.","Health behaviour; Use better toilets_Improved health
Health behaviour; Wash hands; Before cooking/eating_Improved health
Health behaviour; Drink clean/treated water_Improved health
Health behaviour; Use mosquito nets_Improved health
Health behaviour; Use pits to dispose of rubbish_Improved health
Health behaviour; Increase number of washes per day_Improved health
Health behaviour; Live in clean environment_Improved health
Health behaviour; Wash food before cooking/eating_Improved health
Health behaviour; Use better toilets; No longer in open spaces_Improved health"
445,"The main motive for this change is as a result of good practices and how to plant, also the protection of my farms and gardens and in the improved seeds that I buy now.",Health behaviour_Improved health
446,"In comparison to last year, we used to have difficulties with how to get food and how to earn money, but within due time and with the arrival of the lectures related to finance from Organisation 1, our minds have been open on how to earn money and also an improvement in agriculture and in livestock creation things have changed for the better, this is because I can now earn money. Yes, there has been changes because I now have production and with the new species for sale things have changed a lot for my family. With these changes we are now able to buy other products for consumption and also farm equipment, we are also able to generate other means of income with all this mass production I see that my household has gotten 'out of the box'.","Increased knowledge; Income generation_Income
Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Planted new crop/vegetable varieties_Income
Income_Ability to buy food
Income_Able to buy farming equipment/materials"
448,The main motive behind these changes are as a result of mass production and also increase in sales and with this we have been assisted with the possibility of buying better seeds.,"Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Planted new crop/vegetable varieties_Farm production
Farm production_Income"
449,"In relation to last year, my family and I fed horribly. We suffered malnutrition and as a result we were not as healthy as we should have been. With the arrival of Organisation 1, along with the various changes regarding nutrition, nowadays, thank God with production and the money we earn we now have a diversity of food. Yes, I am eating a lot of new foods. Fish, Rice, Spaghetti, Milk, Eggs, Potatoes and also Teat. Yes, there has been changes as when the hungry season arrives I get food from the barn, I thresh the food and place into bags for storage in the house and this guarantees my meals throughout the season. Yes, food quantities that I buy in the market has change because I now have a variety of foods.","Increased knowledge; Farming method/practice_Farm production
Increased knowledge; Nutrition_Diet improved; Diversified
Farm production_Income
Income_Ability to buy food
Ability to buy food_Food consumption quantity
Ability to buy food_Diet improved; Diversified"
451,The main motive behind this change in my household is the fact that we have more options in the food varieties.,"Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Planted new crop/vegetable varieties_Diet improved; Diversified"
453,The main motive behind this change is as a result of good production of food and I also produce a lot of food that way my family and I are able to have a variety of foods.,"Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Planted new crop/vegetable varieties_Farm production
Farm production_Diet improved; Diversified"
456,"During the last year the women and children within my household eat well as we now have a variety of foods which was not the case years back. We had no means of varying foods because my production at the farm and garden was very low. Yes, during this season I was taking care of a baby, and during that season my baby fed on breast milk, and the was the same with my previous baby this is because before giving birth my wife participated in the program for giving birth where she received good training on how to take care of the baby, what she should feed the baby was flower and millet, some home made juice as this helps them in having good nutrition an also the number of meals at times pass three meals when necessary, the more meals the better which changed from the other babies as they were very healthy, in the difference and combinations of  foods for the kids who are older than two, should have food, porridge made of maize flour or millet, and home made milk. This changed because are healthy at this moment there is no pregnant woman in my  household.","Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Birth program refers:Pregnancy_Increased knowledge; Nutrition
Diet improved; Diversified refers:infants_Improved health refers:infants
Planted new crop/vegetable varieties_Farm production
Farm production_Diet improved; Diversified"
458,The main motive behind this change is the fact that we have more food varieties.,"Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Planted new crop/vegetable varieties_Farm production
Farm production_Diet improved; Diversified refers:infants"
461,"In relation to the previous years we had no controls in our expenses. We never saved any money that I earned through my farm and garden of vegetables. With the lectures from Organisation 1, which has helped me in having more control on how we spend and how we store. I learnt that I needed these services and I went on and open an Bank D account and I am a member in the Savings groups in the community. Yes, the amount of things that my family buys has changed because I now know how to save money.","Member of savings group_Able to manage money
Member of savings group_Increased ability to save/increased savings
Increased ability to save/increased savings_Increase purchasing power"
465,The main motive for this change is the union we have amongst each other and the way we generate money. The gender equality issue has brought a lot of changes in our lives.,Increased knowledge; Relationships/gender_Change in gender relations; Women/wife more control over finances; Spending
466,"In relation to the last year, which was not one of the best years because I had a lot decisive power but as time passed we participate in speeches that Organisation 1 gave, which changed the way communicate in our house. Yes there have been many changes in how we make decisions which are made in the house, where we discuss things like, farms, nutrition, finance and this has been because I am open to ideas, I respect people's opinions, this is the only way life can change. Yes, myself and my household are evolving so as we take care of our kids and this is very good for the family in general, being that children have a right to attention, they have a right to be taken care of by their parents for them to grow healthy, physically and mentally. These changes are good because my family has good relations and communication.","Increased knowledge; Relationships/gender_Shared household decision-making
Shared household decision-making_Improved household relationships"
469,"It was complicated previously, because we never had good relations and communication, we did not have time to part take in social services in the community. As time has passed, through the speeches taught, things have changed for me, my household as well. There were social groups created in the community, my family and I are members of these groups, yes there have been some changes as people in the community now work together as we are all member of the Farmer's group where all ideas are debated and where we work together for a better community. There have been many changes in the community, for example: Mother's group, these mothers part take in various social activities, they go from house to house teaching how to maintain good health and hygiene. Farmer's group, here ideas are generated on how to develop in the field of agriculture, and how we should plant seeds.",Community groups/learning_Community works together
473,"Thank God for the arrival of Organisation 1 which brought a lot of improvements in well being of our households and in the community in general. Bringing together agriculture, gender equality, nutrition and fighting to stop malnutrition.",Community groups/learning_Wellbeing
475,"A few years back, there was no development, with the arrival of Organisation 1, there have been some improvements and with this in the next five years things will get better because everyday things are changing eventually and this gives us hope, that things will change.","Community groups/learning_Community development
Community development_Hope for future"
484,"In comparison to the previous years, my personal health and hygiene was not of the best and this is because we did not have good practices of hygiene and health where sickness was very frequent in our lives. With the arrival of Organisation 1 things have changed for the better this is because I now make use of better latrines, mosquito nets, I now wash my hands after using the toilet using the TIPTAPs, I drink treated water, I wash my hands with ashes before I eat, we now use plate holders to place our plates after washing, we clean the house well, I put litter in the appropriate place (We use holes). I now take showers and practice good hygiene and healthy ways. Yes, I changed to be healthier in my daily life. I am more concerned with my health and my family's as well. Yes there are many things I stopped doing, something inhumane things as alleviating myself in the open spaces.","Health behaviour; Use better toilets_Improved health
Health behaviour; Use mosquito nets_Improved health
Health behaviour; Wash hands; After using toilet_Improved health
Health behaviour; Drink clean/treated water_Improved health
Health behaviour; Wash hands; Before cooking/eating_Improved health
Health behaviour; Live in clean environment_Improved health
Health behaviour; Use pits to dispose of rubbish_Improved health
Health behaviour; Increase number of washes per day_Improved health
Health behaviour; Use better toilets; No longer in open spaces_Improved health"
487,"In comparison to the last year, we had a lot of difficulties in my farm. I used to do things haphazardly, I did not produce well after the arrival of Organisation 1 a lot has changed in my life, I now have good practices. I now plant in lines, whilst leaving space, I use manure and fertilizers and also my water pump helped me to grow in my garden as a result of purchasing seeds from Agriculturel Company A. Yes I altered the quantity and type of vegetables because with new practices of planting have helped to grow. Also the quantities of chicken for livestock has increased a lot because my chicken have good growth. My chicken feed well, I vaccinate them to avoid any sickness. As I had said I now plant in lines and take the product on the wagon on to the barn in lines. Secondly, I chaff the goods and place it into bags and then I store in doors and finally I apply medicine to protect the goods from bugs, Yes I changed a lot of things, what I cultivate in my garden. Things like: Kale, Cabbage, Onions, Tomato, Beet, Carrots, Oranges, Potato and Lettuce.","Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Increased knowledge; Farming method/practice_Improved/new farming techniques; Cultivating in lines
Increased knowledge; Farming method/practice_Improved/new farming techniques; Use fertiliser (Not organic)
Increased knowledge; Farming method/practice_Improved/new farming techniques; Use water pump
Access more/better seeds_Farm production
Planted new crop/vegetable varieties_Farm production
Improved/new farming techniques; Cultivating in lines_Farm production
Improved/new farming techniques; Use fertiliser (Not organic)_Farm production
Improved/new farming techniques; Use water pump_Farm production"
490,"In comparison to a couple years back, it was hard to earn money, I faced a lot of difficulties and how to make money, I lived off part time tasks that I used to do to sustain my family and I. After my dedication in good practices in agriculture (learnt from Organisation 1) I now earn more money because my production has increased. Yes I am earning more money with the production and other species because I have good production and this helps in financial growth and it contributes a lot in our financial growth.","Increased knowledge; Farming method/practice_Farm production
Farm production_Income"
493,"In relation to last year, we ate badly the meals were the same. We only had a meal per day or two, we did not vary our meals. After sometime things changed as I now have more meals. I can buy other meals because I produce more and sell more. I am now eating various foods like: Bread, Rice, Potatoes, Cassava, Spaghetti, Tea, Milk and Juice. Yes we eat during times of food shortage, things have changed as I now conserve more food to guarantee we can overcome this period and I also changed the way I store food after I chaff and place it in bags  and keep it indoors until the season is over because it is a difficult season. The quantity of food that we buy in the market has changed because I now have options in what to buy and the type of spare foods has also changed because I can buy other types of seed in my garden.","Increased knowledge; Farming method/practice_Farm production
Farm production_Income
Income_Ability to buy food
Ability to buy food_Food consumption quantity
Ability to buy food_Diet improved; Diversified"
495,"The main motive for this change, is in the increase in production I can now buy more food in the markets and also seeds in my garden.","Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Planted new crop/vegetable varieties_Farm production
Farm production_Food consumption quantity"
497,The main motive for this change is in more production and the variety of product for consumption.,"Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Planted new crop/vegetable varieties_Farm production
Farm production_Diet improved; Diversified"
500,"During this season the children and women in my household eat well, which was not the case some time back, the children would easily get sick this is because they never had nutrition. During this time the baby was fed breast milk in the first years and this has not changed with the other babies because it is mandatory during the first years to give milk (breast) for kids to grow healthy. Yes I was taking care of my eldest at this moment (6 months to 2 years) during the last years they ate porridge made of corn, millet porridge. During the day we have 3 meals in different combinations and varieties of meals like milk, porridge, home made juices. Pregnant mothers are not susceptible to taboos because the Government have advised that women should eat.","Diet improved; Diversified refers:infants_Improved health refers:infants
Diet improved; Diversified refers:Pregnancy_Improved health
Increased knowledge; Nutrition_Broken taboo"
505,"During these season things were complicated, I didn't know how to spend and how to save money yet with time I learned how to spend money thanks to the learning held by Organisation 1. Within my community was created group of saving of which I am also part of. It changed because today I have saved. During that time decision were taken by my husband to avoid bad environment at home. My self and my husband we attended training on gender equity where we started having ideas on sharing decisions together. My household saves money using saving group of which end of the cycle (year) we receive the money including profits made out of the savings. These changes are good because now I only take money when we need to sort out my problems at home... I started having control over my expenses.","Member of savings group_Increased knowledge; Finance
Increased knowledge; Relationships/gender_Shared household decision-making
Increased knowledge; Finance_Increased ability to save/increased savings
Shared household decision-making_Change in gender relations; Women/wife more control over decision-making"
507,The main reason for change was I started having control over my expenses.,"Member of savings group_Able to manage money
Able to manage money_Increase purchasing power"
509,"In comparison to the last year, we changed the way we spend money and conserve and this has brought huge changes. I look at it as though the main motive is because of my participation in the savings group.",Member of savings group_Able to manage money
510,"In comparison to last year, in my household things were better because anything related to the house, I was the one to decide, I felt as though I was right in my decisions, but with the help of the speeches regarding Gender equality have helped a lot because women give their opinions and I accept their ideas which are shared when we talk to about the culture, nutrition and finance. Yes, there have also been changes in the works within households as we now share the same idea. We have good communication. I can now say I am out of the box where all decisions were made for me, I am now more involved in taking care of kids, which is my responsibility as a mother and also a duty for my children. These changes are good they have helped in dialogue in my household and with my children who are growing well. [Relationship between men and women improved because...we now have better communication, our ideas are shared nowadays I can say I am out of the box.]","Increased knowledge; Relationships/gender_Shared household decision-making
Shared household decision-making_Improved household relationships"
513,"In comparison to year I was isolated from the community. I never communicated with other people, I never had good relations in the community, when I became a member of the Mother's group things have changed I now understand it is good to be a member, as we learn and help other mothers who are also members in the group. Yes there have been changes in the way we work because we do not tolerate discrimination in the society and all ideas are welcome because it is important for the community. The social works are food for the community as they raise awareness related to agriculture and nutrition and fighting malnutrition and we have noted many families are out of the box.","Community groups/learning_Community works together
Community groups/learning_Shared learning with others
Shared learning with others_Community development"
519,"In contrast to last year, a lot has changed in the community, day by day the changes are visible and this assures security in the sense that everything will be okay in the next 5 years, I hope more projects  come as they do help the community in general, in agriculture, health and education. Our main fight now is habitation, to have better houses and children of every household to enrol in school.","Community groups/learning_Community development
Community development_Hope for future"
524,"In comparison to last year, things were done haphazardly in my house hold. This is because we had no good hygienic practices and good health practices. With the arrival of Organisation 1 we have good hygienic and health practices in which we use latrines, we wash our hands after using the bathrooms, we use mosquito nets, we drink treated water, we wash our hands before cooking, I leave trash in the appropriate place (holes). Yes, we do not get sick as much in comparison to last year as I now have good practices in hygiene and health. Yes there are somethings that I stopped doing like: alleviating myself in open air. This was very different for my household because they are healthy.","Health behaviour; Use better toilets_Improved health
Health behaviour; Wash hands; After using toilet_Improved health
Health behaviour; Use mosquito nets_Improved health
Health behaviour; Drink clean/treated water_Improved health
Health behaviour; Wash hands; Before cooking/eating_Improved health
Health behaviour; Use pits to dispose of rubbish_Improved health
Health behaviour; Use better toilets; No longer in open spaces_Improved health"
527,"In relation to the past years, I had no good practices in the way to plant as everything was done anyhow, with the arrival of Organisation 1 we have learn better planting techniques, which are, to plant in line and while leaving some space (holes). I altered the quantity and type of vegetables that I cultivate because I now produce more. I altered in the chicken creation because they feed well, I also have a farm and I vaccinate the chicken to avoid sickness and also to help them grow. Yes there has been some changes in my Agriculturel practices, in the way I plant, harvest for example: planting seeds in line, has helped my production and it has helped my farm to avoid wildfires, I take my harvest in the wagon and place it in to the barn and chaff it all then I place it into bags and store in my house and finally apply medicine to avoid bugs. Yes I changed some thing that I am cultivating in my garden like lettuce, tomato, kale carrots and pepper. [Quantity of food produced increased because...good practices in plantation of seeds and in protection of the farm.]","Increased knowledge; Farming method/practice_Improved/new farming techniques; Cultivating in lines
Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Improved/new farming techniques; Cultivating in lines_Farm more protected; Animals
Improved/new farming techniques; Cultivating in lines_Farm production
Planted new crop/vegetable varieties_Farm production"
530,"In contrast to a year ago, I faced a lot of difficulties in how to earn money, thank god for the arrival of Organisation 1 which helped me to get money through agriculture. Yes the amount of money that I earn now has changed, I now put my kids in school, buy other products that I need. I earn money through selling chicken as well which help a lot in my household and I was obliged to open an informal shop so as I am not only dependent on my farm or my chicken creation and this is another source of income.","Increased knowledge; Farming method/practice_Farm production
Sold livestock_Income
Non-farming business_Income
Farm production_Income
Income_Increase purchasing power
Income_Able to send children to school"
533,"In contrast to last year where we did not feed well, we barely ate salt and water, we did not have a good diet and as a result my household members easily got sick. With the help of Organisation 1 our lives have improved a lot, nowadays through production my family eats a variety of meals. Yes, I am eating a lot because I now have the opportunity to vary my nutrition. Yes eating things like: bread, rice, fish, spaghetti, eggs, milk etc. Yes, during food shortage period there have been changes because I conserved for tomorrow and this is after: I chaff and place into bags and store in doors. Yes the quantity of food I buy in the market has changed as I have more production in varieties, we plant in my garden.","Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Planted new crop/vegetable varieties_Farm production
Farm production_Diet improved; Diversified"
535,The main motive for this change is as a result of more production and sales in the foods and the animals.,"Increased knowledge; Farming method/practice_Farm production
Sold livestock_Income
Farm production_Income
Farm production_Food consumption quantity
Ability to buy food_Food consumption quantity
Income_Ability to buy food"
537,The main motive for this change is the quantity of sales in the market and the variety of products in my garden.,"Farm production_Income
Increased knowledge; Farming method/practice_Farm production
Farm production_Diet improved; Diversified
Income_Ability to buy food
Ability to buy food_Diet improved; Diversified"
542,The motive for this change is the fact that we have more meals and more options in the meals. More production and this promotes good health.,"Farm production_Diet improved; Diversified refers:infants
Diet improved; Diversified refers:infants_Improved health refers:infants"
545,"In comparison to last year, I had no control of money, how to waste or spend. That was one of the reasons as to why we had challenges but with the arrival of Organisation 1 things got better. I am now a member of the savings group created in the location. Yes the quantity of goods my family buys has changed as we can now buy more things like: clothes, books, pots, plates and solar panel. We both decide at home how we save money in the savings and we are grateful for its existence in the community as it is a way of guaranteeing tomorrow. We have not yet loaned money in my household because we do not need to borrow money. These changes have been good because we are well financially.","Member of savings group_Increased knowledge; Finance
Increased knowledge; Finance_Increased ability to save/increased savings
Increased ability to save/increased savings_Increase purchasing power"
549,"The motive for the changes is in the spending management, which are taught in the meetings and speeches regarding gender equality and this had brought some difference in relation to last year.",Increased knowledge; Relationships/gender_Change in gender relations; Women/wife more control over finances; Spending
550,"In comparison to last year we did not have good relations because our lives were made of fights and misunderstandings up to the point where the community leader had to intervene various times but since we attended the speeches given by Organisation 1 our lives are changing, we now have dialogues in decision making in our houses when we refer to agriculture, food and finance. Yes, there has been a lot of changes in my household because we are now a united couple who share the same ideals. Yes, we are more involved in taking care of children it is our duty. These changes are good for my family to live in peace.","Increased knowledge; Relationships/gender_Shared household decision-making
Increased knowledge; Relationships/gender_Community works together
Increased knowledge; Relationships/gender_Improved care of children refers:infants"
553,"Compared to last year in the community, things were not so good I felt isolated from other women. This was because of weakness in my marriage but with the lectures which helped me to have a better relation in the community, the speeches are in alignment of agriculture, gender equality and fighting malnutrition. Yes there are other changes as people now work together thanks to the Farmer's group. Yes there have been changes in the community people now learn new things, as ideas are now exposed and discussed in the community in general. Yes a lot has changed and is done to improve the community for example: Farmer's group - discussions on how to plant are made here, how to harvest and store. Women's group - where discussions are made on how we should help the community health-wise, hygiene-wise these topics are discussed  and how we should help the community.","Increased knowledge; Relationships/gender_Improved household relationships
Community groups/learning_Community works together
Improved household relationships_Better community relationships
Community works together_Community development"
557,"The motive for this change is unity in the household, agriculture, gender equality and fighting malnutrition.","Increased knowledge; Relationships/gender_Improved household relationships
Increased knowledge; Farming method/practice_Farm production
No longer go hungry/starve_Wellbeing
Improved household relationships_Wellbeing
Farm production_Wellbeing"
559,"The good will to learn with partners of Organisation 1 to help the people. We feel in due time more projects will promote learning, there will be improvement in households and in the community in general.",Community groups/learning_Hope for future
565,"In comparison to last year, we lived anyhow and this was because we never had good practices in hygiene and when I needed I would alleviate in open air. We never used mosquito nets and we never washed our hands before meals. I never dumped litter, I used to take showers once per day, as time passed I learn more about health thanks to the lectures by the ministry of health and Organisation 1 as well. Things have gotten better with these new practices, for example: the use of improve latrines, the use of TIP TAPs to wash our hands after using the bath room, the use of mosquito nets, we also was our hands before cooking, I now dump trash in the right place in holes. I no longer get a sick as I now use the good hygiene standards I was taught. For me to keep healthy I do a lot of things differently, I now take 3 baths per day. I drink treated water and if there is one inhumane thing that I stopped doing is alleviating myself in the open. This was the huge difference to all my family members, they now feel healthier.","Health behaviour; Use better toilets_Improved health
Health behaviour; Wash hands; After using toilet_Improved health
Health behaviour; Use mosquito nets_Improved health
Health behaviour; Wash hands; Before cooking/eating_Improved health
Health behaviour; Use pits to dispose of rubbish_Improved health
Health behaviour; Increase number of washes per day_Improved health
Health behaviour; Drink clean/treated water_Improved health
Health behaviour; Use better toilets; No longer in open spaces_Improved health"
567,The main reason for the changes was how I changed the use of good practices pf hygiene and health (learned from Organisation 1). Now improved my house environment to cleaner and fresher house.,Health behaviour; Live in clean environment_Improved health
568,"In comparison to last year, I used to do wrong things in my farm. I never knew how to plant seeds, I used to mix everything in the same place. Corn, and various other vegetables and this is the reason as to why I never had good production, but with the arrival of Organisation 1, things have changed gradually and I started doing things differently. I learnt how to plant in lines, I protect the farms surrounding to avoid wildfires and I use fertilizers, I changed the quantity of chicken as through my production I am now able to feed them well, I take good care of them to avoid sickness, I vaccinate the chicken. There has been a lot of change in the way we plant, harvest, and eventually store in the barn and in lines after applying medicine before I process and chaff. There has been some changes in what I produce in my garden as for example: Onions, Tomato, Pepper, Lettuce, Cabbage, Kale and much more.","Increased knowledge; Farming method/practice_Improved/new farming techniques; Cultivating in lines
Increased knowledge; Farming method/practice_Improved/new farming techniques; Use fertiliser (Not organic)
Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Increased knowledge; Farming method/practice_Farm production
Improved/new farming techniques; Cultivating in lines_Farm more protected; Wildfire
Improved/new farming techniques; Use fertiliser (Not organic)_Farm production
Planted new crop/vegetable varieties_Farm production
Farm production_More to feed breeding chickens
Farm more protected; Wildfire_Farm production
More to feed breeding chickens_Increased breeding of livestock/poultry"
570,"The reason for the change is in productivity as well as in sales, this is how I managed to buy seeds for my garden.","Increased knowledge; Farming method/practice_Farm production
Farm production_Income
Income_Access more/better seeds"
571,"In comparison to  last year, things were difficult because it was hard to earn money, I was working for others in their farms to have money, only when I had my farm was when things started to change and with the lessons learnt from Organisation 1 I now produce more and I now have a good income with the sales  of my product that I sell. I earn more in agriculture because the quantity from sales and production have increased. I produce a lot, the money and the variety of goods, because my creation is growing more.","Increased knowledge; Farming method/practice_Farm production
More land to farm_Farm production
Farm production_Income"
574,"Last year we had difficulties in getting food, the nutrition was not good as we only ate salt and water. We never used oil, tomatoes to cook as a result we never ate well, and this causes problems in my household. Within due time things have changed in my household as we now have a variety of foods, as I now have money to buy other foods. Yes I am eating more as I now have the possibility of changing foods, yes it has changed as I now store a lot during the shortage period, and I chaff and place into bags, store in the house and apply medicine to conserve the gods. The quantity has changed of goods I buy in the market as I now have the possibility of changing foods as I will, spare food has changed as I planted a variety of goods. [Food consumption increased because...The reason for this change is in variation of foods cultivated in my garden (learned from Organisation 1) and also the variety of goods from the market.]","Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Income_Ability to buy food
Planted new crop/vegetable varieties_Food consumption quantity
Ability to buy food_Diet improved; Diversified
Ability to buy food_Food consumption quantity"
581,"We always had problems in nutrition the last year as a result my family did not have good nutrition and with the good practices on how I should plant in my farm, things have changed a lot. During this period I was taking care of a baby and he was fed on breast milk for a period of six months, it is mandatory for babies to be fed breast milk during the first few months, they are fed 3 or more meals per day which is a different case for the babies I had before because I am now capable of buying a variety of foods. We often have different combinations for the children who are two years old of age which are: porridge,  and milk. We have 3 meals per day. There are no taboo's because of my participation in the sanitary unit in the hospital before and after birth.","Increased knowledge; Farming method/practice_Farm production
Birth program refers:Pregnancy_Broken taboo
Farm production_Ability to buy food
Ability to buy food_Diet improved; Diversified refers:infants"
586,"In comparison to last year things have not changed as I have not saved money, even though time passes my things have not changed as my husband does not allow for me to part take in the savings. Yes the quantity and quality of goods purchased by my family has changed as besides through production I have another means of earning income as through the sale of clothes. My husband makes all decisions and does not listen to my opinions.  We do not save as my husband prohibits for me to stay with money and we do not loan money unless we have an emergency, he removes the money because he has other wives, I do not see much change as I have difficulties to solve/overcome.","Non-farming business_Income
Income_Increase purchasing power"
603,"In comparison to last year there were a lot of wrong things we did in my family regarding health and hygiene. I used to alleviate myself in the open, I never washed my hands before, I never used mosquito net, I never drank treated water, the foods were not washed, I never dumped litter in the right places, with the arrival of Organisation 1, we were taught a lot that has been useful in our household, we now use improved latrines, we now use Tip Taps to wash our hands, I now drink treated water, I use mosquito nets and put litter in the appropriate place. I rarely get sick as I did before as I now have good hygiene practices and good health practices. I keep healthy in my daily basis as I now have good and healthy practices, I now take 3 baths, I now wash food before eating, I always leave the house clean. I stopped alleviating my self in the open, I had no notions that this spreads diseased to the community. It has been different because my household is now healthy and this is good.","Health behaviour; Use better toilets_Improved health
Health behaviour; Drink clean/treated water_Improved health
Health behaviour; Use mosquito nets_Improved health
Health behaviour; Use pits to dispose of rubbish_Improved health
Health behaviour; Increase number of washes per day_Improved health
Health behaviour; Wash hands; Before cooking/eating_Improved health
Health behaviour; Wash hands; After using toilet_Improved health
Health behaviour; Live in clean environment_Improved health
Health behaviour; Use better toilets; No longer in open spaces_Improved health"
606,"In relation  to the last year the growth at my farm was not good and this is because we had no good practices in the use of seeds and the way we planted everything was haphazard. Thanks to Organisation 1's project in 2017 which brought a lot of differences and this is because I now toss the seeds in lines, I use fertilizers and I protect my farm to avoid animals entering the farm. I changed the kinds of goods as I now have more production and with this I have now earned more money. This has helped me buy other seeds for my farm and also the creation of chicken as there has been some changes and an increase in the creation. After I chaff I place into bags and I store it at home, because we made huge losses when we kept it all in the barn as people would steal. My farm has changed a lot as I can buy more things like: Onions, Nuts, Tomato, Cabbage, Carrots, Beans, Potato, and all this thanks to the good seeds sourced by Agriculturel Company A","Increased knowledge; Farming method/practice_Improved/new farming techniques; Cultivating in lines
Increased knowledge; Farming method/practice_Improved/new farming techniques; Use fertiliser (Not organic)
Increased knowledge; Farming method/practice_Farm more protected; Animals
Farm production_Income
Improved/new farming techniques; Cultivating in lines_Farm production
Improved/new farming techniques; Use fertiliser (Not organic)_Farm production
Farm more protected; Animals_Farm production
Income_Access more/better seeds
Farm production_Income
Farm production_Income
Farm production_Income"
609,"In comparison to last year where things were very difficult because I had challenges in earning money, I worked for some farmers to earn money to sustain my family. Things changed when I had my own farm, at first things were not quite easy but with the lessons from Organisation 1 I now produce a lot and I have a good income from my products. I now produce and sell and that is the reason why sales and production have increased, and also the kinds of foods have also changed, the chicken now grow well.","Increased knowledge; Farming method/practice_Farm production
Increased knowledge; Farming method/practice_Livestock health
Farm production_Income"
612,"In contrast to last year we barely ate, our meals were salt and water, we only had a meal or two and we never varied our meals. After sometime things got better and now we have varied meals, I can now purchase meals as I produce more and sell more. I am eating more as I produce more and I sell more as well. thing like: Bread fish, rice , potato, cassava, spaghetti, and tea. Yes consumption during periods of food shortage has changed as I store a lot to get me through this time. I also changed the way I store food, I chaff the goods and place  into bags which we keep at home until this season come again, I barely sell goods as it is a difficult period. The amount of things I buy in the market has changed because this is a tough season, the type of foods as well because I buy other kinds of seeds for my garden. The reason for the change (increased food consumption) is in the variations of foods cultivated in my garden and the varieties in the market.","Farm production_Income
Increased knowledge; Farming method/practice_Planted new crop/vegetable varieties
Income_Ability to buy food
Planted new crop/vegetable varieties_Farm production
Ability to buy food_Diet improved; Diversified
Ability to buy food_Food consumption quantity
Farm production_Food consumption quantity"
619,"Comparing to last year there was no change in the eating habits because the we had no rules, we didn't have the option of varying foods. I was taking care of a baby last year who is in the age range of 6months- 2 years, I fed him breast milk and some maize meal flour and other foods like cassava, maize meal flour and potatoes. I had 2 meals per day and the baby had no times to be fed as he was always  willing to eat. I now have a slight variety of food because of the money I gain. In this case I do not have a varying combination of meals for the 2 year old, they have 2 to 3 meals per day, there has been Taboo's since my pregnancy period and even now that I am breastfeeding it still is ongoing in regard to what I should or should not eat but it is recommended that I eat to avoid Anaemia. I follow the recommendations to keep healthy.",No change in diet_No change in diet
621,The motive for this changes is in the variety of goods and the number of meals consumed even though they are not quite frequent.,Income_Diet improved; Diversified refers:infants
628,The reason is the loss of my husband which has complicated a lot in the way I manage money it has all become haphazard.,Death in the family; Spouse_~Able to manage money
629,"In relation to last year in my household  the relations were not good and we did not have a lot of complaints in my relation but with the passing of my husband things have changed, we used to share ideas when it had to do with agriculture, money and other home related issues. He was a member of the Farmer's group and we used to communicate at times in general at home. I am now more involved in taking care of my children as it is my responsibility to have them grow well, These changes have not been so good because  there has been a lot of difficulties for me to get used to and to be able to direct my family and work  in general.",Death in the family; Spouse_Struggle to take care of the children/house
632,"In relation to the community it was all good. We had good relations in households, we had no complaint or problems with others. He participated in the group works formed by the farmers. There has been a lot of changes, indeed on how the people within the community work together and this allow various ideas to be shared which helps various families. Since we know agriculture is the base of development in the community, with the changes in the community a lot has changed for the better for the community, as we now have schools, homes and a mother's group in the community which performs social activities helping guide us with health and hygiene from home to home.","Community groups/learning_Community works together
Community works together_Community development"
